ingredient,default_portion,default_portion_in_grams,Calcium_(MG)_per_100G,Carbohydrates_(G)_per_100G,Iron_(MG)_per_100G,Lipid_(G)_per_100G,Magnesium_(MG)_per_100G,Protein_(G)_per_100G,Sodium_(MG)_per_100G,Vitamin_A_(UG)_per_100G,Vitamin_C_(MG)_per_100G,Vitamin_D_(UG)_per_100G
bake cream eat peel potato sour,1 cup,160.0,24.0,18.7,0.93,5.46,25.0,2.47,189.0,49.0,8.3,0.0
bake eat peel potato vegetable,Quantity not specified,315.0,72.0,17.76,0.93,6.37,26.0,4.12,228.0,62.0,10.1,0.1
bake eat peel potato,1 large,400.0,5.0,21.45,0.35,0.1,25.0,1.95,181.0,0.0,12.7,0.0
bake butter eat peel potato,1 cup,160.0,6.0,20.39,0.33,4.19,24.0,1.9,198.0,38.0,12.1,0.0
bake cheese eat peel potato,1 large,445.0,69.0,17.75,0.29,7.66,23.0,3.66,221.0,69.0,10.2,0.1
bake chili eat peel potato,1 cup,160.0,59.0,17.62,0.55,6.21,24.0,4.45,255.0,54.0,10.3,0.1
bake eat meat peel potato,1 cup,160.0,68.0,17.4,0.31,8.26,23.0,4.32,253.0,68.0,10.0,0.1
bake cream eat peel potato sour,1 cup,160.0,15.0,19.05,0.3,5.44,23.0,2.0,184.0,48.0,11.1,0.0
bake eat peel potato vegetable,1 cup,160.0,64.0,18.09,0.34,6.34,23.0,3.68,224.0,61.0,12.7,0.1
boil potato,1 small,130.0,5.0,20.45,0.34,4.25,24.0,1.87,166.0,19.0,12.1,0.0
add boil eat fat fresh peel potato,Quantity not specified,170.0,15.0,21.07,1.08,0.13,28.0,2.49,164.0,1.0,9.6,0.0
boil eat fat fresh n peel potato,1 new potato,60.0,15.0,20.08,1.03,4.28,27.0,2.39,170.0,20.0,9.1,0.0
add boil eat fat fat fresh n peel potato type,1 small,130.0,15.0,20.08,1.03,4.28,27.0,2.39,170.0,20.0,9.1,0.0
boil butter eat fresh make peel potato,1 large,300.0,15.0,20.07,1.03,4.02,27.0,2.41,181.0,37.0,9.1,0.0
boil eat fresh make margarine peel potato,1 large,300.0,15.0,20.1,1.02,3.21,27.0,2.38,189.0,40.0,9.1,0.2
boil eat fresh make oil peel potato,1 cup,160.0,14.0,20.07,1.03,4.87,27.0,2.37,156.0,1.0,9.1,0.0
boil eat fat fresh n peel potato,1 large,300.0,5.0,20.45,0.34,4.25,24.0,1.87,166.0,19.0,12.1,0.0
add boil eat fat fat fresh n peel potato type,Quantity not specified,170.0,5.0,20.45,0.34,4.25,24.0,1.87,166.0,19.0,12.1,0.0
boil butter eat fresh make peel potato,Quantity not specified,170.0,6.0,20.45,0.34,3.99,24.0,1.9,176.0,36.0,12.1,0.0
boil eat fresh make margarine peel potato,1 small,130.0,6.0,20.48,0.33,3.18,24.0,1.87,185.0,39.0,12.2,0.2
boil eat fresh make oil peel potato,1 cup,160.0,5.0,20.45,0.34,4.84,24.0,1.86,152.0,0.0,12.1,0.0
add boil eat fat fresh peel potato,Quantity not specified,170.0,5.0,21.46,0.35,0.1,25.0,1.95,159.0,0.0,12.7,0.0
boil potato readytoheat,1 baby potato,60.0,5.0,20.45,0.34,4.25,24.0,1.87,166.0,19.0,12.1,0.0
can fat n potato,1 cup,185.0,5.0,12.91,1.2,4.35,13.0,1.34,166.0,19.0,4.8,0.0
add can fat fat n potato type,"1 whole, canned",35.0,5.0,12.91,1.2,4.35,13.0,1.34,166.0,19.0,4.8,0.0
add can fat potato,1 cup,185.0,5.0,13.55,1.25,0.2,14.0,1.39,159.0,0.0,5.1,0.0
french fry potato,"1 fry, NS as to shape",5.0,11.0,23.23,0.53,14.07,22.0,2.5,295.0,0.0,7.8,0.0
freeze french fresh fry n potato,Quantity not specified,110.0,11.0,23.23,0.53,14.07,22.0,2.5,295.0,0.0,7.8,0.0
fast food french fry potato,1 straight cut,5.0,18.0,41.44,0.81,14.73,35.0,3.43,210.0,0.0,4.7,0.0
bake french fresh fry potato,1 cup,60.0,9.0,19.34,0.66,9.16,24.0,2.02,147.0,0.0,10.1,0.0
french fresh fry fry potato,1 crinkle cut,5.0,9.0,18.5,0.64,13.1,23.0,1.93,141.0,0.0,9.7,0.0
bake freeze french fry potato,1 crinkle cut,5.0,12.0,25.55,0.57,5.48,24.0,2.75,324.0,0.0,8.6,0.0
freeze french fry fry potato,1 shoestring,2.0,11.0,23.23,0.53,14.07,22.0,2.5,295.0,0.0,7.8,0.0
french fry potato restaurant,1 medium fast food order,145.0,17.0,37.2,0.91,14.04,29.0,3.49,357.0,0.0,1.1,0.0
french fry potato school,"1 fry, any cut",5.0,9.0,19.34,0.66,9.16,24.0,2.02,147.0,0.0,10.1,0.0
cheese french fry potato,"1 fry, any cut",8.0,37.0,29.76,0.72,14.22,25.0,3.33,365.0,7.0,3.1,0.0
cheese fast food french fry potato restaurant,1 medium fast food order,222.0,37.0,29.76,0.72,14.22,25.0,3.33,365.0,7.0,3.1,0.0
cheese french fry potato school,Quantity not specified,245.0,84.0,17.67,0.61,10.29,24.0,4.55,195.0,15.0,9.1,0.0
chili french fry potato,Quantity not specified,130.0,19.0,30.79,1.17,10.78,31.0,5.2,261.0,4.0,5.2,0.0
cheese chili french fry potato,"1 fry, any cut",10.0,32.0,24.87,1.01,11.42,25.0,4.66,363.0,8.0,3.8,0.0
cheese chili fast food french fry potato restaurant,1 kids meal order,145.0,32.0,24.87,1.01,11.42,25.0,4.66,363.0,8.0,3.8,0.0
chili fast food french fry potato restaurant,1 value/dollar menu order,130.0,19.0,30.79,1.17,10.78,31.0,5.2,261.0,4.0,5.2,0.0
brown hash potato,Quantity not specified,80.0,17.0,28.23,0.54,11.48,28.0,2.62,398.0,0.0,6.6,0.0
brown dry hash mix potato,1 cup,160.0,17.0,28.23,0.54,11.48,28.0,2.62,398.0,0.0,6.6,0.0
brown fast food hash potato,1 patty,55.0,19.0,28.88,0.6,17.04,21.0,2.58,566.0,0.0,5.4,0.0
brown cheese fast food hash potato,Quantity not specified,80.0,134.0,24.47,0.53,19.87,22.0,6.03,581.0,53.0,4.5,0.1
brown fresh hash potato,Quantity not specified,80.0,9.0,18.57,0.64,12.27,23.0,1.94,343.0,0.0,9.7,0.0
brown cheese fresh hash potato,1 cup,160.0,113.0,16.18,0.57,15.49,24.0,5.1,389.0,47.0,8.3,0.1
brown hash potato restaurant,1 cup,160.0,19.0,28.88,0.6,17.04,21.0,2.58,566.0,0.0,5.4,0.0
brown cheese hash potato restaurant,1 cup,160.0,134.0,24.47,0.53,19.87,22.0,6.03,581.0,53.0,4.5,0.1
brown hash lunch potato school,1 patty,55.0,17.0,28.4,0.54,11.54,28.0,2.64,169.0,0.0,6.7,0.0
brown hash potato readytoheat,1 cup,160.0,17.0,28.23,0.54,11.48,28.0,2.62,398.0,0.0,6.6,0.0
brown cheese hash potato readytoheat,Quantity not specified,80.0,131.0,23.96,0.47,15.2,28.0,6.04,440.0,52.0,5.5,0.1
fry home potato,1 cup,200.0,9.0,18.4,0.64,13.03,23.0,1.92,340.0,0.0,9.7,0.0
fresh fry home potato,Quantity not specified,100.0,9.0,18.76,0.65,11.52,23.0,1.96,279.0,0.0,9.8,0.0
fast food fry home potato restaurant,Quantity not specified,100.0,9.0,17.91,0.61,15.2,22.0,1.87,396.0,0.0,9.4,0.0
fry home potato readytoheat,Quantity not specified,100.0,9.0,18.4,0.64,13.03,23.0,1.92,340.0,0.0,9.7,0.0
fry home potato vegetable,"1 potato, any size",100.0,11.0,15.6,0.58,11.77,20.0,1.72,382.0,5.0,22.1,0.0
mash potato,Quantity not specified,125.0,25.0,17.6,0.28,4.07,21.0,2.15,210.0,37.0,10.1,0.0
dry mash mix potato,1 cup,250.0,35.0,12.63,0.19,6.7,13.0,2.05,252.0,63.0,11.7,0.1
dry make mash milk mix potato,Quantity not specified,125.0,35.0,12.63,0.19,6.7,13.0,2.05,252.0,63.0,11.7,0.1
cheese dry make mash milk mix potato,1 cup,250.0,107.0,11.54,0.18,9.62,14.0,4.32,295.0,90.0,10.4,0.1
dry gravy make mash milk mix potato,1 cup,250.0,30.0,11.16,0.17,5.88,11.0,1.78,280.0,51.0,9.3,0.1
fast food mash potato,Quantity not specified,125.0,18.0,14.65,0.31,2.82,15.0,1.65,306.0,43.0,0.0,0.0
fast food gravy mash potato,1 cup,250.0,16.0,12.78,0.27,2.78,13.0,1.46,323.0,35.0,0.0,0.0
fresh mash potato,Quantity not specified,125.0,25.0,17.6,0.28,4.07,21.0,2.15,210.0,37.0,10.1,0.0
fresh make mash milk potato,1 cup,250.0,25.0,17.6,0.28,4.07,21.0,2.15,210.0,37.0,10.1,0.0
cheese fresh make mash milk potato,1 cup,250.0,98.0,15.98,0.27,7.28,22.0,4.41,258.0,67.0,9.0,0.1
fresh gravy make mash milk potato,1 cup,250.0,22.0,15.14,0.24,3.78,18.0,1.86,246.0,30.0,8.1,0.0
mash potato restaurant,Quantity not specified,125.0,25.0,16.77,0.27,7.22,20.0,2.07,370.0,70.0,9.6,0.1
gravy mash potato restaurant,Quantity not specified,125.0,22.0,14.48,0.24,6.3,17.0,1.8,373.0,56.0,7.7,0.1
lunch mash potato school,1 cup,250.0,41.0,13.2,0.18,1.89,13.0,2.14,201.0,36.0,11.7,0.4
mash potato readytoheat,Quantity not specified,125.0,34.0,13.29,0.27,5.01,14.0,1.97,298.0,53.0,0.1,0.1
mash potato readytoheat,Quantity not specified,125.0,34.0,13.29,0.27,5.01,14.0,1.97,298.0,53.0,0.1,0.1
cheese mash potato readytoheat,1 cup,250.0,106.0,12.13,0.26,8.12,15.0,4.26,336.0,81.0,0.1,0.2
gravy mash potato readytoheat,Quantity not specified,125.0,29.0,11.69,0.23,4.53,12.0,1.72,316.0,43.0,0.1,0.1
potato roast,1 small,130.0,5.0,20.45,0.34,4.25,24.0,1.87,166.0,19.0,12.1,0.0
eat fat fresh n peel potato roast,Quantity not specified,170.0,15.0,20.08,1.03,4.28,27.0,2.39,170.0,20.0,9.1,0.0
add eat fat fat fresh n peel potato roast type,1 cup,160.0,15.0,20.08,1.03,4.28,27.0,2.39,170.0,20.0,9.1,0.0
butter eat fresh make peel potato roast,1 small,130.0,15.0,20.07,1.03,4.02,27.0,2.41,181.0,37.0,9.1,0.0
eat fresh make margarine peel potato roast,1 new potato,60.0,15.0,20.1,1.02,3.21,27.0,2.38,189.0,40.0,9.1,0.2
eat fresh make oil peel potato roast,Quantity not specified,170.0,14.0,20.07,1.03,4.87,27.0,2.37,156.0,1.0,9.1,0.0
add eat fat fresh peel potato roast,1 cup,160.0,15.0,21.07,1.08,0.13,28.0,2.49,164.0,1.0,9.6,0.0
eat fat fresh n peel potato roast,1 baby potato,60.0,5.0,20.45,0.34,4.25,24.0,1.87,166.0,19.0,12.1,0.0
add eat fat fat fresh n peel potato roast type,1 new potato,60.0,5.0,20.45,0.34,4.25,24.0,1.87,166.0,19.0,12.1,0.0
butter eat fresh make peel potato roast,1 baby potato,60.0,6.0,20.45,0.34,3.99,24.0,1.9,176.0,36.0,12.1,0.0
eat fresh make margarine peel potato roast,1 cup,160.0,6.0,20.48,0.33,3.18,24.0,1.87,185.0,39.0,12.2,0.2
eat fresh make oil peel potato roast,1 medium,170.0,5.0,20.45,0.34,4.84,24.0,1.86,152.0,0.0,12.1,0.0
add eat fat fresh peel potato roast,Quantity not specified,170.0,5.0,21.46,0.35,0.1,25.0,1.95,159.0,0.0,12.7,0.0
potato readytoheat roast,1 medium,170.0,5.0,20.45,0.34,4.25,24.0,1.87,166.0,19.0,12.1,0.0
potato scallop,Quantity not specified,125.0,191.0,13.51,0.29,9.63,22.0,7.13,322.0,100.0,6.3,0.4
dry mix potato scallop,1 cup,250.0,185.0,13.54,0.32,9.79,21.0,6.91,414.0,103.0,5.9,0.5
dry meat mix potato scallop,1 cup,250.0,178.0,13.12,0.34,9.6,21.0,7.3,442.0,100.0,5.7,0.5
fast food potato restaurant scallop,1 cup,250.0,175.0,12.99,0.33,14.34,20.0,6.66,408.0,135.0,5.9,0.2
fresh potato scallop,Quantity not specified,125.0,191.0,13.51,0.29,9.63,22.0,7.13,322.0,100.0,6.3,0.4
fresh meat potato scallop,1 cup,250.0,182.0,12.88,0.31,10.36,21.0,7.44,358.0,106.0,6.0,0.5
potato readytoheat scallop,Quantity not specified,125.0,182.0,13.31,0.32,10.98,21.0,6.8,400.0,115.0,5.8,0.5
meat potato readytoheat scallop,Quantity not specified,125.0,174.0,12.74,0.33,11.58,20.0,7.1,430.0,120.0,5.5,0.5
chip flavor hard pretzel,Quantity not specified,28.0,28.0,77.52,4.42,2.82,28.0,9.68,2461.0,0.0,2.0,0.0
chip free gluten hard pretzel,1 pretzel chip/crisp/thin,2.7,1.0,76.7,0.45,6.51,7.0,3.43,2473.0,0.0,0.3,0.0
chip hard plain pretzel,1 100 calorie package,25.0,28.0,78.43,4.47,2.86,28.0,9.8,2037.0,0.0,2.0,0.0
pretzel,"1 pretzel, NS as to size",3.0,27.0,80.39,4.58,2.93,29.0,10.04,1120.0,0.0,2.1,0.0
hard pretzel,1 small single serving bag,28.0,27.0,80.39,4.58,2.93,29.0,10.04,1120.0,0.0,2.1,0.0
cheese fill hard pretzel,1 cup,96.0,197.0,66.5,0.92,16.92,22.0,9.85,1117.0,56.0,0.0,0.1
chocolate coat hard pretzel,1 pretzel stick,2.0,141.0,70.07,2.54,17.64,35.0,7.05,494.0,25.0,0.0,0.0
coat hard pretzel,1 cup,86.0,141.0,70.07,2.54,17.64,35.0,7.05,494.0,25.0,0.0,0.0
coat free gluten hard pretzel,1 small single serving bag,28.0,80.0,75.06,0.29,15.57,8.0,3.76,663.0,4.0,0.3,0.0
fill hard pretzel,Quantity not specified,28.0,197.0,66.5,0.92,16.92,22.0,9.85,1117.0,56.0,0.0,0.1
flavor hard pretzel,1 large single serving bag,85.0,27.0,79.44,4.53,3.88,29.0,9.92,1183.0,0.0,2.1,0.0
flavor free gluten hard pretzel,1 100 calorie package,25.0,0.0,77.69,0.46,7.58,7.0,3.48,1625.0,0.0,0.3,0.0
hard multigrain pretzel,1 rod,10.0,28.0,80.08,4.7,2.96,40.0,10.15,1098.0,0.0,2.1,0.0
butter fill hard peanut pretzel,1 large single serving bag,85.0,34.0,60.79,3.62,19.0,75.0,14.04,1039.0,0.0,1.4,0.0
free gluten hard plain pretzel,1 large single serving bag,85.0,0.0,78.62,0.46,6.67,7.0,3.52,1567.0,0.0,0.3,0.0
hard lightly plain pretzel salt,Quantity not specified,28.0,32.0,79.8,4.45,3.22,32.0,9.57,685.0,0.0,1.0,0.0
hard plain pretzel salt,1-3 ring thick pretzel,17.0,27.0,80.39,4.58,2.93,29.0,10.04,1120.0,0.0,2.1,0.0
hard plain pretzel unsalted,1 medium single serving bag,57.0,36.0,79.2,4.32,3.5,35.0,9.1,250.0,0.0,0.0,0.0
chocolate coat hard pretzel white,1 pretzel stick,2.0,94.0,74.7,1.82,14.19,19.0,5.94,442.0,4.0,0.2,0.0
coat hard pretzel yogurt,1 medium single serving bag,57.0,96.0,76.56,1.78,12.17,21.0,5.94,441.0,0.0,0.2,0.0
pretzel soft,1 small,62.0,23.0,69.38,3.83,4.0,21.0,8.01,775.0,8.0,0.0,0.0
cheese fill pretzel soft,1 bite size/nugget,14.0,110.0,62.35,3.44,5.36,22.0,10.22,310.0,26.0,0.0,0.1
freeze pretzel soft,1 pretzel stick,21.0,23.0,69.38,3.83,4.0,21.0,8.01,775.0,8.0,0.0,0.0
cinnamon coat freeze pretzel soft sugar,Quantity not specified,71.0,32.0,73.99,3.08,6.14,17.0,6.22,248.0,32.0,0.1,0.0
coat flavor freeze pretzel soft,1 pretzel stick,21.0,31.0,66.02,3.64,7.75,20.0,7.89,896.0,41.0,0.0,0.0
freeze pretzel salt soft,"1 cup, nuggets",147.0,23.0,70.06,3.87,3.06,21.0,8.09,783.0,0.0,0.0,0.0
cheese freeze pretzel soft top,1 medium/regular,71.0,110.0,62.35,3.44,5.36,22.0,10.22,310.0,26.0,0.0,0.1
freeze meat pretzel soft top,1 bite size/nugget,14.0,96.0,53.36,3.12,9.93,21.0,11.48,438.0,24.0,0.0,0.2
freeze pretzel soft unsalted,"1 pretzel, NS as to size",71.0,23.0,71.04,3.92,3.1,21.0,8.2,252.0,0.0,0.0,0.0
lunch pretzel school soft,"1 cup, nuggets",147.0,25.0,70.73,4.24,3.16,49.0,8.55,240.0,0.0,0.0,0.0
free gluten pretzel soft,"1 cup, nuggets",147.0,90.0,57.27,1.87,5.74,10.0,4.03,839.0,0.0,0.1,0.0
cinnamon coat free gluten pretzel soft sugar,Quantity not specified,95.0,83.0,63.75,1.54,8.14,9.0,3.1,631.0,32.0,0.1,0.0
coat flavor free gluten pretzel soft,"1 pretzel, NS as to size",95.0,93.0,54.15,1.77,10.37,10.0,4.1,808.0,42.0,0.1,0.0
multigrain pretzel soft,1 pretzel stick,21.0,26.0,70.26,4.21,3.13,49.0,8.49,495.0,0.0,0.0,0.0
pretzel readytoeat soft,1 large,143.0,23.0,69.38,3.83,4.0,21.0,8.01,775.0,8.0,0.0,0.0
cinnamon coat pretzel readytoeat soft sugar,1 large,175.0,32.0,73.99,3.08,6.14,17.0,6.22,248.0,32.0,0.1,0.0
coat flavor pretzel readytoeat soft,"1 pretzel, NS as to size",125.0,31.0,66.02,3.64,7.75,20.0,7.89,896.0,41.0,0.0,0.0
butter pretzel readytoeat salt soft,1 bite size/nugget,14.0,23.0,69.38,3.83,4.0,21.0,8.01,775.0,8.0,0.0,0.0
butter pretzel readytoeat salt soft,"1 cup, nuggets",147.0,23.0,70.06,3.87,3.06,21.0,8.09,783.0,0.0,0.0,0.0
cheese pretzel readytoeat soft top,1 medium/regular,147.0,110.0,62.35,3.44,5.36,22.0,10.22,310.0,26.0,0.0,0.1
meat pretzel readytoeat soft top,1 bite size/nugget,14.0,96.0,53.36,3.12,9.93,21.0,11.48,438.0,24.0,0.0,0.2
butter pretzel readytoeat soft unsalted,1 large,143.0,23.0,70.34,3.88,4.05,21.0,8.12,250.0,8.0,0.0,0.0
butter pretzel readytoeat soft unsalted,"1 pretzel, NS as to size",120.0,23.0,71.04,3.92,3.1,21.0,8.2,252.0,0.0,0.0,0.0
juice prune,1 fl oz (with ice),23.0,12.0,17.45,1.18,0.03,14.0,0.61,4.0,0.0,4.1,0.0
dry prune,1 cup,160.0,43.0,63.88,0.93,0.38,41.0,2.18,2.0,39.0,0.6,0.0
bread pudding,Quantity not specified,100.0,134.0,23.53,0.97,4.86,18.0,5.6,206.0,77.0,0.2,1.1
chocolate pudding,Quantity not specified,130.0,51.0,23.01,1.27,4.6,18.0,2.09,152.0,14.0,0.3,0.0
chocolate dry make mix pudding,1 cup,260.0,104.0,20.32,0.24,2.1,18.0,3.14,362.0,47.0,0.1,0.9
chocolate dry free make mix pudding sugar,1 cup,260.0,125.0,10.48,0.24,2.16,18.0,3.48,254.0,53.0,0.1,1.0
chocolate pudding readytoeat,Quantity not specified,130.0,51.0,23.01,1.27,4.6,18.0,2.09,152.0,14.0,0.3,0.0
chocolate free pudding readytoeat sugar,1 snack size container,110.0,125.0,10.48,0.24,2.16,18.0,3.48,254.0,53.0,0.1,1.0
chocolate flavor pudding,1 cup,260.0,49.0,22.6,0.09,3.78,4.0,1.45,172.0,2.0,0.2,0.0
chocolate dry flavor make mix pudding,Quantity not specified,130.0,107.0,19.38,0.0,1.89,10.0,2.78,264.0,48.0,0.1,0.9
chocolate dry flavor free make mix pudding sugar,Quantity not specified,130.0,126.0,9.53,0.02,2.07,12.0,3.18,257.0,54.0,0.1,1.0
chocolate flavor pudding readytoeat,Quantity not specified,130.0,49.0,22.6,0.09,3.78,4.0,1.45,172.0,2.0,0.2,0.0
chocolate flavor free pudding readytoeat sugar,1 snack size container,110.0,126.0,9.53,0.02,2.07,12.0,3.18,257.0,54.0,0.1,1.0
pudding rice,1 cup,260.0,95.0,18.39,0.11,2.15,8.0,3.23,97.0,19.0,1.3,0.0
dry make mix pudding tapioca,Quantity not specified,130.0,71.0,21.69,0.11,3.88,6.0,1.95,145.0,0.0,0.3,0.0
pudding readytoeat tapioca,Quantity not specified,130.0,71.0,21.69,0.11,3.88,6.0,1.95,145.0,0.0,0.3,0.0
pasteles puerto rican,Quantity not specified,149.0,34.0,17.44,0.81,13.19,28.0,7.08,479.0,18.0,11.0,0.2
ham puerto rican season,1 cup,240.0,31.0,7.24,0.76,24.78,15.0,3.96,467.0,20.0,35.3,0.1
ham puerto rican sauce season tomato without,1 cup,240.0,24.0,6.89,0.4,10.79,11.0,1.02,4.0,24.0,49.1,0.0
cheese puerto rican white,Quantity not specified,64.0,602.0,2.96,0.0,23.36,28.0,18.88,626.0,152.0,0.0,0.0
cheese crab cream fill fry meat puff,1 puff,23.0,51.0,35.09,2.37,15.12,29.0,9.4,840.0,105.0,0.5,0.2
pumpkin seed,Quantity not specified,28.0,52.0,14.71,8.07,49.05,550.0,29.84,18.0,0.0,1.8,0.0
pumpkin salt seed,"1 cup, NFS",46.0,52.0,14.54,7.97,48.47,543.0,29.49,477.0,0.0,1.8,0.0
pumpkin seed unsalted,"1 oz, without shell",28.35,52.0,14.71,8.07,49.05,550.0,29.84,18.0,0.0,1.8,0.0
can cook pumpkin,Quantity not specified,123.0,26.0,7.86,1.35,2.82,22.0,1.08,13.0,767.0,3.7,0.0
cook pumpkin,1 cup,230.0,22.0,6.77,0.84,2.84,13.0,1.05,131.0,433.0,8.0,0.0
cheese pupusa,Quantity not specified,100.0,325.0,22.39,0.56,13.25,36.0,11.72,400.0,89.0,0.0,1.2
meat pupusa,Quantity not specified,130.0,49.0,23.02,1.01,10.43,38.0,11.51,426.0,10.0,0.1,0.7
bean meat pupusa,Quantity not specified,130.0,50.0,27.26,1.24,9.72,46.0,8.55,366.0,10.0,0.1,0.7
bean pupusa,1 cup,170.0,51.0,31.5,1.46,9.01,54.0,5.59,305.0,10.0,0.1,0.7
can egg quail,Quantity not specified,18.0,64.0,0.41,3.64,11.06,13.0,13.01,256.0,156.0,0.0,1.4
cook quail,Quantity not specified,85.0,15.0,0.0,4.41,14.04,22.0,25.0,214.0,70.0,2.3,0.2
mcdonalds pounder quarter,1 cheeseburger,170.0,87.0,22.14,1.73,11.6,24.0,15.68,374.0,2.0,0.3,0.1
cheese mcdonalds pounder quarter,1 cheeseburger,200.0,179.0,19.72,1.02,14.4,26.0,15.21,591.0,51.0,0.3,0.1
quesadilla,1 half circle,70.0,348.0,28.62,2.05,16.21,23.0,13.36,676.0,85.0,0.0,0.1
beef pork quesadilla,1 half circle,70.0,188.0,27.32,2.58,15.13,21.0,14.07,600.0,34.0,0.0,0.0
beef pork quesadilla vegetable,1 cup,95.0,187.0,28.22,2.32,13.22,20.0,11.1,592.0,41.0,8.9,0.0
cheese quesadilla,1 full circle,120.0,348.0,28.62,2.05,16.21,23.0,13.36,676.0,85.0,0.0,0.1
chicken quesadilla,Quantity not specified,70.0,185.0,27.32,2.18,12.99,23.0,14.45,601.0,36.0,0.0,0.1
chicken quesadilla vegetable,1 triangular piece,40.0,186.0,28.22,2.12,12.14,21.0,11.29,592.0,42.0,8.9,0.0
egg quesadilla,1 triangular piece,35.0,148.0,20.06,2.28,13.71,16.0,10.91,470.0,110.0,0.0,1.5
egg meat quesadilla,1 triangular piece,35.0,141.0,19.09,2.22,13.93,17.0,11.43,504.0,105.0,0.0,1.5
quesadilla vegetable,1 full circle,140.0,187.0,29.18,2.06,11.32,19.0,8.14,524.0,47.0,17.8,0.0
age anejo cheese mexican queso,Quantity not specified,21.0,680.0,4.63,0.47,29.98,28.0,21.44,1131.0,64.0,0.0,0.5
asadero queso,"1 cup, NFS",113.0,532.0,2.4,0.0,22.1,22.0,22.14,734.0,135.0,0.0,0.0
fresco queso,Quantity not specified,21.0,602.0,2.96,0.0,23.36,28.0,18.88,626.0,152.0,0.0,0.0
cotija queso,1 cup,100.0,700.0,2.72,0.0,27.24,30.0,23.84,1625.0,166.0,0.0,0.0
fish meat poultry quiche,1 individual quiche,113.0,232.0,12.12,1.01,30.63,20.0,15.5,570.0,208.0,0.4,1.1
fat n quinoa,Quantity not specified,170.0,17.0,20.22,1.42,5.42,61.0,4.2,184.0,37.0,0.0,0.1
add fat quinoa,"1 cup, cooked",170.0,17.0,20.22,1.42,5.42,61.0,4.2,184.0,37.0,0.0,0.1
add fat quinoa,"1 cup, cooked",170.0,17.0,21.21,1.48,1.91,64.0,4.38,163.0,0.0,0.0,0.0
rabbit,1 cup,135.0,20.0,0.0,2.35,8.34,20.0,30.14,344.0,0.0,0.0,0.0
raccoon,1 cup,135.0,14.0,0.0,7.04,14.38,30.0,28.97,386.0,0.0,0.0,0.0
radicchio,1 leaf,8.0,19.0,4.48,0.57,0.25,13.0,1.43,22.0,1.0,8.0,0.0
radish,1 slice,1.0,25.0,3.4,0.34,0.1,10.0,0.68,39.0,0.0,14.8,0.0
pickle radish,Quantity not specified,30.0,22.0,7.68,0.29,0.1,8.0,0.56,977.0,0.0,10.4,0.0
raisin,1 miniature box (.5 oz),14.0,62.0,79.32,1.79,0.25,36.0,3.3,26.0,0.0,2.3,0.0
beef bowl ramen,1 cup,245.0,16.0,15.4,1.1,5.19,14.0,6.81,353.0,14.0,3.1,0.0
bowl chicken ramen,1 cup,245.0,14.0,15.4,0.85,3.86,15.0,7.04,354.0,15.0,3.1,0.0
bowl fish ramen,Quantity not specified,245.0,15.0,15.4,0.77,2.87,14.0,5.78,359.0,15.0,3.1,0.1
bowl egg meat ramen,1 cup,245.0,18.0,13.95,0.98,4.57,14.0,7.13,333.0,31.0,2.8,0.3
bowl ramen,Quantity not specified,245.0,18.0,13.95,0.98,4.57,14.0,7.13,333.0,31.0,2.8,0.3
bowl ramen vegetarian,1 cup,245.0,29.0,15.57,0.9,3.33,15.0,4.01,344.0,13.0,3.1,0.0
bowl egg ramen vegetarian,Quantity not specified,245.0,31.0,14.11,0.97,3.99,14.0,4.85,322.0,30.0,2.8,0.2
dip light ranch,1 individual container,70.0,89.0,13.95,0.3,15.25,10.0,2.35,607.0,47.0,1.6,0.1
dip ranch regular,1 individual container,70.0,79.0,3.94,0.32,45.18,10.0,2.55,718.0,83.0,1.7,0.1
base dip ranch yogurt,Quantity not specified,60.0,114.0,4.13,0.29,16.09,14.0,8.48,646.0,74.0,1.9,0.0
dress ranch,Guideline amount on regular sandwich,15.0,28.0,5.9,0.3,44.54,5.0,1.32,810.0,15.0,0.0,0.1
dress fat free ranch,1 packet,44.0,36.0,20.0,0.25,2.7,5.0,1.4,897.0,1.0,0.0,0.0
dress light ranch,1 tablespoon,15.0,6.0,7.0,0.13,14.0,2.0,1.5,833.0,11.0,0.4,0.0
freeze raspberry,1 berry,2.0,16.0,12.9,0.45,0.19,19.0,1.01,0.0,2.0,23.0,0.0
raspberry,Quantity not specified,75.0,16.0,12.9,0.45,0.19,19.0,1.01,0.0,2.0,23.0,0.0
ratatouille,Quantity not specified,108.0,21.0,5.77,0.44,4.73,14.0,1.09,151.0,20.0,18.7,0.0
fill n ravioli sauce,1 piece,15.0,64.0,19.89,2.04,6.97,15.0,10.3,284.0,54.0,0.1,0.5
cream fill n ravioli sauce,1 cup,250.0,83.0,15.18,1.4,8.38,14.0,8.12,234.0,85.0,0.1,0.7
fill n ravioli sauce tomato,1 piece,38.0,46.0,14.61,1.6,5.9,14.0,6.92,393.0,55.0,2.1,0.3
cheese fill ravioli sauce spinach tomato,1 piece,38.0,59.0,16.82,1.66,3.37,27.0,5.19,535.0,89.0,5.3,0.3
cheese ravioli sauce spinachfilled,Quantity not specified,160.0,75.0,20.83,1.86,4.51,31.0,6.62,528.0,113.0,4.4,0.5
